contrast,split,metric,is_prereg_phase,diff,mean_a,mean_b,sd_A,sd_B,SE,df,t,p,CI_low,CI_high,welch_exceeds,n_videos,n_videos_same_sign,all_videos_same_sign,p_sign_under_null,bootstrap_CI_low,bootstrap_CI_high,bootstrap_crosses_zero
3-1,test,incision,True,0.013024825799809236,0.9384723190513752,0.925447493251566,0.006139650772188497,0.00968812214990257,0.006622059659347375,3.383331312052852,1.966884393954988,0.1334146006541016,-0.006761069508802831,0.0328107211084213,False,3,2,False,0.25,-0.03927410768871653,0.0927516545761885,True
3-1,test,irrigation,False,0.07073686423968911,0.47098765432098766,0.40025079008129855,0.08059988846787185,0.12259769810811427,0.0847083970698728,3.456738925544178,0.8350631895600729,0.4574857323190599,-0.17977089030782056,0.3212446187871988,False,3,2,False,0.25,0.0,0.09733437517544602,True
4-1,test,phase_accuracy,False,0.050722938647909444,0.8825322391559203,0.8318093005080108,0.0297356883704341,0.007934999700818755,0.017768655765284774,2.2834008677378383,2.8546300473110953,0.08929358104137163,-0.017319055448332482,0.11876493274415137,False,3,3,True,0.25,0.014149659863945563,0.08803611738148986,False
4-1,test,phase_macro_f1,False,0.029156180055999736,0.7232409867935646,0.6940848067375649,0.021115949045603898,0.02202879270575434,0.017617709008926556,3.99285681246952,1.654935953433381,0.17340733051188592,-0.019792952563160104,0.07810531267515958,False,3,3,True,0.25,0.003335126431240343,0.05601331579614388,False
4-1,test,anesthesia,False,-0.02357372684746506,0.9553396683831465,0.9789133952306116,0.009350853428265698,0.012816924327374508,0.009159912828015938,3.659057914756435,-2.573575457548453,0.06741675475906678,-0.04996810376732261,0.0028206500723924888,False,3,2,False,0.25,-0.08782456049997012,0.014814814814814725,True
4-1,test,closure,True,0.032798058554807885,0.9369449541103965,0.9041468955555886,0.023362789442731152,0.002105615022656745,0.01354318457341832,2.0324892651346627,2.421739021351136,0.134460338470287,-0.02458998096291644,0.09018609807253221,False,3,3,True,0.25,0.006407324352105004,0.05345643646413234,False
4-1,test,design,False,0.008399597034667305,0.9678672316384181,0.9594676346037508,0.02629879404147656,0.010478226301082128,0.016344415911381804,2.619377031258209,0.5139123404720787,0.6474755094831196,-0.04816433121601277,0.06496352528534738,False,3,1,False,0.25,0.0,0.027922705314009644,True
4-1,test,disinfection,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,0,False,0.25,0.0,0.0,True
4-1,test,dissection,False,0.12731995534630247,0.8086274011376551,0.6813074457913526,0.07322505854577063,0.017585836961636757,0.04347861873255561,2.2299451494239593,2.9283348702834653,0.08750878982471107,-0.04243089555618759,0.29707080624879256,False,3,3,True,0.25,0.028374491882184882,0.19321254814708977,False
4-1,test,dressing,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,False,3,0,False,0.25,0.0,0.0,True
4-1,test,hemostasis,True,0.0845616539393067,0.7877064533256579,0.7031447993863512,0.048397575128498876,0.025553510643076177,0.031598033612365295,3.0346888929575937,2.6761682380834957,0.07437289672164696,-0.015350229482767694,0.1844735373613811,False,3,2,False,0.25,0.0,0.12656890003045945,True
4-1,test,incision,True,0.0056273877405107475,0.9310748809920767,0.925447493251566,0.014368347769846673,0.00968812214990257,0.010005150813900653,3.507050600799183,0.5624490670038015,0.6077905781803672,-0.02376113128690138,0.03501590676792288,False,3,2,False,0.25,-0.04411442846663727,0.07166111959676469,True
4-1,test,irrigation,False,-0.0018834853201318835,0.39836730476116666,0.40025079008129855,0.12443258376312889,0.12259769810811427,0.10085247226084977,3.9991175423688206,-0.018675648478505762,0.9859944690885024,-0.28191920798423503,0.27815223734397126,False,3,1,False,0.25,-0.07399504027411008,0.04358695652321665,True
