[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=oracle  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_oracle_mask_14_001_b2a_oracle_mask_14_seed42
[b2a][epoch 1/50] loss=3.7491  val_acc=0.3624  macroF1=0.0766  edit=2.67  segF1@50=0.17
[b2a][epoch 22/50] loss=0.5571  val_acc=0.9116  macroF1=0.7548  edit=37.10  segF1@50=0.36
[b2a][epoch 23/50] loss=0.5217  val_acc=0.9261  macroF1=0.7585  edit=45.06  segF1@50=0.46
[b2a][epoch 24/50] loss=0.4845  val_acc=0.9393  macroF1=0.7874  edit=46.43  segF1@50=0.45
[b2a][epoch 25/50] loss=0.5224  val_acc=0.9452  macroF1=0.7937  edit=61.33  segF1@50=0.67
[b2a][epoch 26/50] loss=0.5752  val_acc=0.9168  macroF1=0.6829  edit=30.79  segF1@50=0.34
[b2a][epoch 27/50] loss=0.5833  val_acc=0.9188  macroF1=0.7569  edit=46.64  segF1@50=0.42
[b2a][epoch 28/50] loss=0.5065  val_acc=0.9380  macroF1=0.7596  edit=48.47  segF1@50=0.57
[b2a][epoch 29/50] loss=0.4722  val_acc=0.8845  macroF1=0.7013  edit=35.44  segF1@50=0.32
[b2a][epoch 30/50] loss=0.4370  val_acc=0.9472  macroF1=0.7992  edit=50.37  segF1@50=0.57
[b2a][epoch 31/50] loss=0.4070  val_acc=0.9386  macroF1=0.7843  edit=47.56  segF1@50=0.51
[b2a][epoch 32/50] loss=0.3996  val_acc=0.9479  macroF1=0.8079  edit=54.76  segF1@50=0.54
[b2a][epoch 33/50] loss=0.3768  val_acc=0.9393  macroF1=0.7849  edit=45.90  segF1@50=0.48
[b2a][epoch 34/50] loss=0.3651  val_acc=0.9498  macroF1=0.8116  edit=48.15  segF1@50=0.54
[b2a][epoch 35/50] loss=0.3769  val_acc=0.9518  macroF1=0.7969  edit=49.81  segF1@50=0.56
[b2a][epoch 36/50] loss=0.3768  val_acc=0.9485  macroF1=0.8105  edit=46.91  segF1@50=0.49
[b2a][epoch 37/50] loss=0.3841  val_acc=0.9248  macroF1=0.7375  edit=39.37  segF1@50=0.39
[b2a][epoch 38/50] loss=0.4220  val_acc=0.8620  macroF1=0.7017  edit=37.85  segF1@50=0.43
[b2a][epoch 39/50] loss=0.4588  val_acc=0.9452  macroF1=0.7791  edit=53.82  segF1@50=0.55
[b2a][epoch 40/50] loss=0.3582  val_acc=0.9525  macroF1=0.8170  edit=51.56  segF1@50=0.54
[b2a][epoch 41/50] loss=0.3402  val_acc=0.9512  macroF1=0.8164  edit=49.19  segF1@50=0.50
[b2a][epoch 42/50] loss=0.3456  val_acc=0.9498  macroF1=0.8110  edit=50.11  segF1@50=0.55
[b2a][epoch 43/50] loss=0.3457  val_acc=0.9307  macroF1=0.7518  edit=38.46  segF1@50=0.41
[b2a][epoch 44/50] loss=0.3262  val_acc=0.9571  macroF1=0.8254  edit=45.88  segF1@50=0.51
[b2a][epoch 45/50] loss=0.3189  val_acc=0.9518  macroF1=0.8160  edit=55.82  segF1@50=0.55
[b2a][epoch 46/50] loss=0.3075  val_acc=0.9465  macroF1=0.8025  edit=53.70  segF1@50=0.58
[b2a][epoch 47/50] loss=0.3026  val_acc=0.9558  macroF1=0.8251  edit=51.85  segF1@50=0.54
[b2a][epoch 48/50] loss=0.2979  val_acc=0.9307  macroF1=0.8116  edit=41.39  segF1@50=0.44
[b2a][epoch 49/50] loss=0.4335  val_acc=0.9254  macroF1=0.8151  edit=36.39  segF1@50=0.41
[b2a][epoch 50/50] loss=0.3492  val_acc=0.9479  macroF1=0.8185  edit=56.19  segF1@50=0.62
[b2a] best @epoch 44: acc=0.9571 macroF1=0.8254
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_oracle_mask_14_001_b2a_oracle_mask_14_seed42
