[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=oracle  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_ro_oracle_scalpelnoise_p010_001_b2a_ro_oracle_scalpelnoise_p010_seed42
[b2a][epoch 1/50] loss=3.4925  val_acc=0.3399  macroF1=0.0762  edit=15.11  segF1@50=0.00
[b2a][epoch 34/50] loss=0.4267  val_acc=0.9657  macroF1=0.8337  edit=59.89  segF1@50=0.67
[b2a][epoch 35/50] loss=0.4207  val_acc=0.9604  macroF1=0.8277  edit=45.40  segF1@50=0.53
[b2a][epoch 36/50] loss=0.4122  val_acc=0.9630  macroF1=0.8300  edit=55.56  segF1@50=0.61
[b2a][epoch 37/50] loss=0.4088  val_acc=0.9604  macroF1=0.8252  edit=45.88  segF1@50=0.55
[b2a][epoch 38/50] loss=0.4324  val_acc=0.9584  macroF1=0.8249  edit=39.14  segF1@50=0.48
[b2a][epoch 39/50] loss=0.4454  val_acc=0.9630  macroF1=0.8273  edit=64.44  segF1@50=0.72
[b2a][epoch 40/50] loss=0.4564  val_acc=0.9617  macroF1=0.8316  edit=49.67  segF1@50=0.59
[b2a][epoch 41/50] loss=0.4545  val_acc=0.9538  macroF1=0.8193  edit=38.69  segF1@50=0.48
[b2a][epoch 42/50] loss=0.4195  val_acc=0.9597  macroF1=0.8244  edit=46.00  segF1@50=0.54
[b2a][epoch 43/50] loss=0.4025  val_acc=0.9584  macroF1=0.8243  edit=44.93  segF1@50=0.54
[b2a][epoch 44/50] loss=0.3837  val_acc=0.9611  macroF1=0.8304  edit=46.67  segF1@50=0.54
[b2a][epoch 45/50] loss=0.3737  val_acc=0.9644  macroF1=0.8337  edit=51.70  segF1@50=0.58
[b2a][epoch 46/50] loss=0.3628  val_acc=0.9597  macroF1=0.8270  edit=43.41  segF1@50=0.53
[b2a][epoch 47/50] loss=0.3555  val_acc=0.9617  macroF1=0.8313  edit=51.00  segF1@50=0.59
[b2a][epoch 48/50] loss=0.3490  val_acc=0.9617  macroF1=0.8313  edit=50.29  segF1@50=0.60
[b2a][epoch 49/50] loss=0.3442  val_acc=0.9650  macroF1=0.8354  edit=53.09  segF1@50=0.60
[b2a][epoch 50/50] loss=0.3361  val_acc=0.9637  macroF1=0.8345  edit=48.83  segF1@50=0.58
[b2a] best @epoch 34: acc=0.9657 macroF1=0.8337
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_ro_oracle_scalpelnoise_p010_001_b2a_ro_oracle_scalpelnoise_p010_seed42
