[b2a] train clips=13  val clips=3  in_dim=2063  classes=9  device=cuda
[b2a][epoch 18/50] loss=0.7703  val_acc=0.8964  macroF1=0.6727  edit=39.81  segF1@50=0.42
[b2a][epoch 19/50] loss=0.7085  val_acc=0.8970  macroF1=0.6794  edit=34.14  segF1@50=0.32
[b2a][epoch 20/50] loss=0.6961  val_acc=0.8924  macroF1=0.6809  edit=34.35  segF1@50=0.30
[b2a][epoch 21/50] loss=0.6793  val_acc=0.8983  macroF1=0.7226  edit=34.17  segF1@50=0.29
[b2a][epoch 22/50] loss=0.6552  val_acc=0.9089  macroF1=0.6704  edit=30.62  segF1@50=0.32
[b2a][epoch 23/50] loss=0.6244  val_acc=0.8983  macroF1=0.7328  edit=33.10  segF1@50=0.31
[b2a][epoch 24/50] loss=0.5882  val_acc=0.8917  macroF1=0.6543  edit=34.51  segF1@50=0.30
[b2a][epoch 25/50] loss=0.5432  val_acc=0.9122  macroF1=0.7127  edit=40.78  segF1@50=0.36
[b2a][epoch 26/50] loss=0.5164  val_acc=0.9109  macroF1=0.7175  edit=38.51  segF1@50=0.39
[b2a][epoch 27/50] loss=0.4876  val_acc=0.9241  macroF1=0.7658  edit=44.70  segF1@50=0.41
[b2a][epoch 28/50] loss=0.4812  val_acc=0.9129  macroF1=0.7063  edit=39.11  segF1@50=0.35
[b2a][epoch 29/50] loss=0.4685  val_acc=0.9102  macroF1=0.7624  edit=37.44  segF1@50=0.40
[b2a][epoch 30/50] loss=0.4463  val_acc=0.9228  macroF1=0.7507  edit=38.54  segF1@50=0.42
[b2a][epoch 31/50] loss=0.4883  val_acc=0.9056  macroF1=0.7479  edit=41.20  segF1@50=0.39
[b2a][epoch 32/50] loss=0.6327  val_acc=0.9102  macroF1=0.6791  edit=36.10  segF1@50=0.38
[b2a][epoch 33/50] loss=0.5598  val_acc=0.9320  macroF1=0.7816  edit=50.33  segF1@50=0.56
[b2a][epoch 34/50] loss=0.4839  val_acc=0.9188  macroF1=0.7610  edit=35.40  segF1@50=0.37
[b2a][epoch 35/50] loss=0.4198  val_acc=0.9050  macroF1=0.7590  edit=44.55  segF1@50=0.42
[b2a][epoch 36/50] loss=0.4023  val_acc=0.9188  macroF1=0.7695  edit=39.09  segF1@50=0.42
[b2a][epoch 37/50] loss=0.3751  val_acc=0.9267  macroF1=0.7844  edit=38.14  segF1@50=0.40
[b2a][epoch 38/50] loss=0.3575  val_acc=0.9281  macroF1=0.7744  edit=41.10  segF1@50=0.46
[b2a][epoch 39/50] loss=0.3458  val_acc=0.9261  macroF1=0.7824  edit=39.90  segF1@50=0.41
[b2a][epoch 40/50] loss=0.3388  val_acc=0.9274  macroF1=0.7770  edit=37.86  segF1@50=0.39
[b2a][epoch 41/50] loss=0.3323  val_acc=0.9380  macroF1=0.7895  edit=47.44  segF1@50=0.49
[b2a][epoch 42/50] loss=0.3249  val_acc=0.9320  macroF1=0.7807  edit=40.40  segF1@50=0.43
[b2a][epoch 43/50] loss=0.3149  val_acc=0.9327  macroF1=0.7899  edit=38.50  segF1@50=0.41
[b2a][epoch 44/50] loss=0.3140  val_acc=0.9281  macroF1=0.7715  edit=40.01  segF1@50=0.41
[b2a][epoch 45/50] loss=0.3072  val_acc=0.9366  macroF1=0.7987  edit=45.36  segF1@50=0.44
[b2a][epoch 46/50] loss=0.3052  val_acc=0.9195  macroF1=0.7568  edit=39.11  segF1@50=0.39
[b2a][epoch 47/50] loss=0.2937  val_acc=0.9195  macroF1=0.7856  edit=42.15  segF1@50=0.42
[b2a][epoch 48/50] loss=0.3002  val_acc=0.9281  macroF1=0.7571  edit=42.00  segF1@50=0.43
[b2a][epoch 49/50] loss=0.4210  val_acc=0.9102  macroF1=0.7227  edit=36.87  segF1@50=0.36
[b2a][epoch 50/50] loss=0.4765  val_acc=0.8667  macroF1=0.6983  edit=42.49  segF1@50=0.45
[b2a] best @epoch 41: acc=0.9380 macroF1=0.7895
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_det2phase_003_b2a_det2phase_toolpresence_seed456
