[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=oracle  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_oracle_mask_07_001_b2a_oracle_mask_07_seed42
[b2a][epoch 1/50] loss=3.7471  val_acc=0.3624  macroF1=0.0766  edit=2.67  segF1@50=0.17
[b2a][epoch 32/50] loss=0.4891  val_acc=0.9201  macroF1=0.7153  edit=43.56  segF1@50=0.47
[b2a][epoch 33/50] loss=0.4455  val_acc=0.9274  macroF1=0.7840  edit=38.10  segF1@50=0.37
[b2a][epoch 34/50] loss=0.4276  val_acc=0.9353  macroF1=0.7675  edit=42.60  segF1@50=0.41
[b2a][epoch 35/50] loss=0.3960  val_acc=0.9406  macroF1=0.8011  edit=46.79  segF1@50=0.48
[b2a][epoch 36/50] loss=0.3709  val_acc=0.9452  macroF1=0.7975  edit=48.28  segF1@50=0.48
[b2a][epoch 37/50] loss=0.3529  val_acc=0.9452  macroF1=0.8058  edit=46.66  segF1@50=0.48
[b2a][epoch 38/50] loss=0.3382  val_acc=0.9512  macroF1=0.8109  edit=53.93  segF1@50=0.55
[b2a][epoch 39/50] loss=0.3325  val_acc=0.9485  macroF1=0.8115  edit=48.01  segF1@50=0.50
[b2a][epoch 40/50] loss=0.3249  val_acc=0.9545  macroF1=0.8194  edit=54.07  segF1@50=0.55
[b2a][epoch 41/50] loss=0.3186  val_acc=0.9505  macroF1=0.8129  edit=51.30  segF1@50=0.51
[b2a][epoch 42/50] loss=0.3138  val_acc=0.9452  macroF1=0.7940  edit=50.00  segF1@50=0.50
[b2a][epoch 43/50] loss=0.3529  val_acc=0.9426  macroF1=0.8090  edit=40.26  segF1@50=0.44
[b2a][epoch 44/50] loss=0.3772  val_acc=0.9459  macroF1=0.8039  edit=40.74  segF1@50=0.47
[b2a][epoch 45/50] loss=0.4773  val_acc=0.8561  macroF1=0.6631  edit=41.38  segF1@50=0.41
[b2a][epoch 46/50] loss=0.4890  val_acc=0.9234  macroF1=0.7877  edit=42.86  segF1@50=0.45
[b2a][epoch 47/50] loss=0.3701  val_acc=0.8997  macroF1=0.7571  edit=43.29  segF1@50=0.46
[b2a][epoch 48/50] loss=0.3670  val_acc=0.9525  macroF1=0.8167  edit=46.17  segF1@50=0.51
[b2a][epoch 49/50] loss=0.3158  val_acc=0.9373  macroF1=0.7964  edit=45.28  segF1@50=0.51
[b2a][epoch 50/50] loss=0.3243  val_acc=0.9380  macroF1=0.8061  edit=36.03  segF1@50=0.40
[b2a] best @epoch 40: acc=0.9545 macroF1=0.8194
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_oracle_mask_07_001_b2a_oracle_mask_07_seed42
