[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_mask_dim_09_001_b2a_mask_dim_09_seed42
[b2a][epoch 1/50] loss=3.7495  val_acc=0.3624  macroF1=0.0766  edit=2.67  segF1@50=0.17
[b2a][epoch 37/50] loss=0.3691  val_acc=0.8957  macroF1=0.7410  edit=41.49  segF1@50=0.42
[b2a][epoch 38/50] loss=0.3557  val_acc=0.9215  macroF1=0.7545  edit=41.94  segF1@50=0.43
[b2a][epoch 39/50] loss=0.3554  val_acc=0.8937  macroF1=0.7352  edit=36.25  segF1@50=0.36
[b2a][epoch 40/50] loss=0.3485  val_acc=0.9281  macroF1=0.7739  edit=41.47  segF1@50=0.43
[b2a][epoch 41/50] loss=0.4333  val_acc=0.9076  macroF1=0.7559  edit=40.61  segF1@50=0.40
[b2a][epoch 42/50] loss=0.3922  val_acc=0.8884  macroF1=0.6591  edit=34.01  segF1@50=0.31
[b2a][epoch 43/50] loss=0.3680  val_acc=0.9208  macroF1=0.7729  edit=37.67  segF1@50=0.39
[b2a][epoch 44/50] loss=0.3572  val_acc=0.9267  macroF1=0.7640  edit=38.47  segF1@50=0.37
[b2a][epoch 45/50] loss=0.3901  val_acc=0.8594  macroF1=0.6667  edit=40.56  segF1@50=0.41
[b2a][epoch 46/50] loss=0.3962  val_acc=0.8904  macroF1=0.7342  edit=36.23  segF1@50=0.37
[b2a][epoch 47/50] loss=0.3297  val_acc=0.9017  macroF1=0.7458  edit=35.44  segF1@50=0.37
[b2a][epoch 48/50] loss=0.3275  val_acc=0.9234  macroF1=0.7733  edit=37.86  segF1@50=0.38
[b2a][epoch 49/50] loss=0.2942  val_acc=0.9215  macroF1=0.7668  edit=46.56  segF1@50=0.47
[b2a][epoch 50/50] loss=0.3109  val_acc=0.9201  macroF1=0.7718  edit=33.70  segF1@50=0.35
[b2a] best @epoch 40: acc=0.9281 macroF1=0.7739
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_mask_dim_09_001_b2a_mask_dim_09_seed42
