[b2a] train clips=13  val clips=3  in_dim=2063  tool_source=pred  classes=9  device=cuda
[b2a] evidence dir: /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_06_003_b2a_regiononly_mask_06_seed456
[b2a][epoch 1/50] loss=3.5547  val_acc=0.3677  macroF1=0.0768  edit=18.00  segF1@50=0.22
[b2a][epoch 42/50] loss=0.4433  val_acc=0.8878  macroF1=0.7493  edit=34.59  segF1@50=0.34
[b2a][epoch 43/50] loss=0.4245  val_acc=0.9089  macroF1=0.7742  edit=37.78  segF1@50=0.41
[b2a][epoch 44/50] loss=0.4104  val_acc=0.9036  macroF1=0.7773  edit=41.01  segF1@50=0.45
[b2a][epoch 45/50] loss=0.4030  val_acc=0.8983  macroF1=0.7620  edit=43.89  segF1@50=0.45
[b2a][epoch 46/50] loss=0.4035  val_acc=0.9043  macroF1=0.7770  edit=39.44  segF1@50=0.44
[b2a][epoch 47/50] loss=0.3933  val_acc=0.8964  macroF1=0.7605  edit=41.62  segF1@50=0.42
[b2a][epoch 48/50] loss=0.3954  val_acc=0.9129  macroF1=0.7896  edit=42.27  segF1@50=0.50
[b2a][epoch 49/50] loss=0.4003  val_acc=0.9003  macroF1=0.7614  edit=47.36  segF1@50=0.51
[b2a][epoch 50/50] loss=0.3871  val_acc=0.9109  macroF1=0.7927  edit=45.17  segF1@50=0.53
[b2a] best @epoch 40: acc=0.9215 macroF1=0.7769
[b2a] evidence written -> /home/ubuntu/slocal2/m2/experiments/transfer/b2a_regiononly_mask_06_003_b2a_regiononly_mask_06_seed456
