ledger_key,run_id,experiment_id,arm,control_of,pairing_provenance,group,subgroup,path,excluded,exclusion_reason,step,seq,description,seed,seed_command,seed_config,seed_agreement,seed_detector,seed_phase,split,metrics_primary_split,frozen_source_tag,per_class_kind,per_class_metric,per_class_source,per_class_valid_count,eval_recipe_id,host,host_raw,gpu,commit,epoch,notion_page_id,task_id,has_test,n_harvest_warnings,evidence_completeness,metrics_source,metric.AP_common,metric.AP_rare,metric.accuracy,metric.alpha,metric.control_init_mAP,metric.control_mAP,metric.delta_control,metric.delta_detection,metric.edit_score,metric.final_epoch,metric.final_mAP,metric.frame_acc_inline,metric.init_mAP,metric.injection_effect,metric.jaccard,metric.mAP,metric.mAP_50,metric.mAP_75,metric.mAP_baseline,metric.mAP_rescored,metric.macro_f1,metric.miss_ctx,metric.rep,metric.seg_f1_10,metric.seg_f1_25,metric.seg_f1_50,metric.sigma2_d,metric.sigma2_p,metric.sticky_accuracy,metric.sticky_edit_score,metric.sticky_jaccard,metric.sticky_macro_f1,metric.sticky_seg_f1_10,metric.sticky_seg_f1_25,metric.sticky_seg_f1_50,metric.tool_mAP,metric_test.accuracy,metric_test.edit_score,metric_test.jaccard,metric_test.macro_f1,metric_test.seg_f1_10,metric_test.seg_f1_25,metric_test.seg_f1_50,metric_test.sticky_accuracy,metric_test.sticky_edit_score,metric_test.sticky_jaccard,metric_test.sticky_macro_f1,metric_test.sticky_seg_f1_10,metric_test.sticky_seg_f1_25,metric_test.sticky_seg_f1_50
transfer__b2a_mask_dim_13_001_b2a_mask_dim_13_seed42,b2a_mask_dim_13_001_b2a_mask_dim_13_seed42,transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_mask_dim_13_001_b2a_mask_dim_13_seed42,False,,b2a_mask_dim_13,1,b2a_mask_dim_13,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_mask_dim_13_001_b2a_mask_dim_13_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,49,,,False,0,full,metrics_json,,,0.9386138613861386,,,,,,37.55520226108462,,,,,,0.7512650751422348,,,,,,0.7965465772646022,,,0.4400679117147708,0.4293152235427278,0.3942275042444822,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_mask_dim_13_002_b2a_mask_dim_13_seed123,b2a_mask_dim_13_002_b2a_mask_dim_13_seed123,transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_mask_dim_13_002_b2a_mask_dim_13_seed123,False,,b2a_mask_dim_13,2,b2a_mask_dim_13,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_mask_dim_13_002_b2a_mask_dim_13_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9346534653465347,,,,,,41.993464052287585,,,,,,0.7417686663509919,,,,,,0.7882813874025326,,,0.5152542372881356,0.4926553672316385,0.4813559322033898,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_mask_dim_13_003_b2a_mask_dim_13_seed456,b2a_mask_dim_13_003_b2a_mask_dim_13_seed456,transfer/b2a_mask_dim_13/b2a_mask_dim_13@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_mask_dim_13_003_b2a_mask_dim_13_seed456,False,,b2a_mask_dim_13,3,b2a_mask_dim_13,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_mask_dim_13_003_b2a_mask_dim_13_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,44,,,False,0,full,metrics_json,,,0.9372937293729373,,,,,,42.5925925925926,,,,,,0.7485318918472278,,,,,,0.7942461947051703,,,0.4721611721611721,0.4721611721611721,0.43553113553113554,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_mask_dim_14_001_b2a_mask_dim_14_seed42,b2a_mask_dim_14_001_b2a_mask_dim_14_seed42,transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_mask_dim_14_001_b2a_mask_dim_14_seed42,False,,b2a_mask_dim_14,1,b2a_mask_dim_14,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_mask_dim_14_001_b2a_mask_dim_14_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,48,,,False,0,full,metrics_json,,,0.935973597359736,,,,,,39.21568627450981,,,,,,0.7442759052937751,,,,,,0.7915304181242654,,,0.46585956416464896,0.45456012913640037,0.4319612590799031,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_mask_dim_14_002_b2a_mask_dim_14_seed123,b2a_mask_dim_14_002_b2a_mask_dim_14_seed123,transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_mask_dim_14_002_b2a_mask_dim_14_seed123,False,,b2a_mask_dim_14,2,b2a_mask_dim_14,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_mask_dim_14_002_b2a_mask_dim_14_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,47,,,False,0,full,metrics_json,,,0.9366336633663367,,,,,,43.20987654320988,,,,,,0.7399254212094738,,,,,,0.7869384753748475,,,0.4981351981351982,0.48531468531468525,0.47249417249417247,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_mask_dim_14_003_b2a_mask_dim_14_seed456,b2a_mask_dim_14_003_b2a_mask_dim_14_seed456,transfer/b2a_mask_dim_14/b2a_mask_dim_14@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_mask_dim_14_003_b2a_mask_dim_14_seed456,False,,b2a_mask_dim_14,3,b2a_mask_dim_14,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_mask_dim_14_003_b2a_mask_dim_14_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,47,,,False,0,full,metrics_json,,,0.9366336633663367,,,,,,43.8058748403576,,,,,,0.7399147485930414,,,,,,0.7869757395589608,,,0.48911335578002246,0.47676767676767673,0.45207631874298543,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_00_001_b2a_oracle_mask_00_seed42,b2a_oracle_mask_00_001_b2a_oracle_mask_00_seed42,transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_00_001_b2a_oracle_mask_00_seed42,False,,b2a_oracle_mask_00,1,b2a_oracle_mask_00,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_00_001_b2a_oracle_mask_00_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9425742574257425,,,,,,51.3015873015873,,,,,,0.7397998491324123,,,,,,0.7831444301541036,,,0.587037037037037,0.5731481481481482,0.5222222222222221,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_00_002_b2a_oracle_mask_00_seed123,b2a_oracle_mask_00_002_b2a_oracle_mask_00_seed123,transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_00_002_b2a_oracle_mask_00_seed123,False,,b2a_oracle_mask_00,2,b2a_oracle_mask_00,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_00_002_b2a_oracle_mask_00_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9498349834983498,,,,,,55.111111111111114,,,,,,0.7624791063289695,,,,,,0.8008715451835092,,,0.6171428571428571,0.6038095238095238,0.5428571428571428,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_00_003_b2a_oracle_mask_00_seed456,b2a_oracle_mask_00_003_b2a_oracle_mask_00_seed456,transfer/b2a_oracle_mask_00/b2a_oracle_mask_00@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_00_003_b2a_oracle_mask_00_seed456,False,,b2a_oracle_mask_00,3,b2a_oracle_mask_00,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_00_003_b2a_oracle_mask_00_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,46,,,False,0,full,metrics_json,,,0.9471947194719472,,,,,,51.604938271604944,,,,,,0.7543662464023109,,,,,,0.7956282439262932,,,0.6058608058608059,0.593040293040293,0.5326007326007325,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_01_001_b2a_oracle_mask_01_seed42,b2a_oracle_mask_01_001_b2a_oracle_mask_01_seed42,transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_01_001_b2a_oracle_mask_01_seed42,False,,b2a_oracle_mask_01,1,b2a_oracle_mask_01,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_01_001_b2a_oracle_mask_01_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,41,,,False,0,full,metrics_json,,,0.9557755775577558,,,,,,57.26495726495727,,,,,,0.7886496756285661,,,,,,0.8199206610164381,,,0.6339869281045752,0.6339869281045752,0.5661764705882353,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_01_002_b2a_oracle_mask_01_seed123,b2a_oracle_mask_01_002_b2a_oracle_mask_01_seed123,transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_01_002_b2a_oracle_mask_01_seed123,False,,b2a_oracle_mask_01,2,b2a_oracle_mask_01,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_01_002_b2a_oracle_mask_01_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9617161716171617,,,,,,55.36398467432951,,,,,,0.7998287190055589,,,,,,0.8264278367706828,,,0.6395061728395062,0.6395061728395062,0.6271604938271604,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_01_003_b2a_oracle_mask_01_seed456,b2a_oracle_mask_01_003_b2a_oracle_mask_01_seed456,transfer/b2a_oracle_mask_01/b2a_oracle_mask_01@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_01_003_b2a_oracle_mask_01_seed456,False,,b2a_oracle_mask_01,3,b2a_oracle_mask_01,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_01_003_b2a_oracle_mask_01_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,41,,,False,0,full,metrics_json,,,0.9570957095709571,,,,,,56.17283950617284,,,,,,0.7911355123528233,,,,,,0.8212460962460962,,,0.6504273504273503,0.6504273504273503,0.6247863247863248,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_02_001_b2a_oracle_mask_02_seed42,b2a_oracle_mask_02_001_b2a_oracle_mask_02_seed42,transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_02_001_b2a_oracle_mask_02_seed42,False,,b2a_oracle_mask_02,1,b2a_oracle_mask_02,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_02_001_b2a_oracle_mask_02_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,44,,,False,0,full,metrics_json,,,0.9557755775577558,,,,,,54.22222222222223,,,,,,0.7897247352727933,,,,,,0.8207221462300766,,,0.6129251700680273,0.6129251700680273,0.5576530612244898,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_02_002_b2a_oracle_mask_02_seed123,b2a_oracle_mask_02_002_b2a_oracle_mask_02_seed123,transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_02_002_b2a_oracle_mask_02_seed123,False,,b2a_oracle_mask_02,2,b2a_oracle_mask_02,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_02_002_b2a_oracle_mask_02_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9603960396039604,,,,,,58.44444444444445,,,,,,0.8003835051272964,,,,,,0.8269021073959069,,,0.6622222222222223,0.6622222222222223,0.648888888888889,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_02_003_b2a_oracle_mask_02_seed456,b2a_oracle_mask_02_003_b2a_oracle_mask_02_seed456,transfer/b2a_oracle_mask_02/b2a_oracle_mask_02@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_02_003_b2a_oracle_mask_02_seed456,False,,b2a_oracle_mask_02,3,b2a_oracle_mask_02,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_02_003_b2a_oracle_mask_02_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,47,,,False,0,full,metrics_json,,,0.9603960396039604,,,,,,47.47474747474748,,,,,,0.80254463371132,,,,,,0.8280536567436381,,,0.5758620689655172,0.5758620689655172,0.5341954022988505,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_03_001_b2a_oracle_mask_03_seed42,b2a_oracle_mask_03_001_b2a_oracle_mask_03_seed42,transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_03_001_b2a_oracle_mask_03_seed42,False,,b2a_oracle_mask_03,1,b2a_oracle_mask_03,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_03_001_b2a_oracle_mask_03_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,47,,,False,0,full,metrics_json,,,0.9584158415841584,,,,,,55.555555555555564,,,,,,0.8031111190677379,,,,,,0.8286755954010049,,,0.62,0.6066666666666666,0.565,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_03_002_b2a_oracle_mask_03_seed123,b2a_oracle_mask_03_002_b2a_oracle_mask_03_seed123,transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_03_002_b2a_oracle_mask_03_seed123,False,,b2a_oracle_mask_03,2,b2a_oracle_mask_03,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_03_002_b2a_oracle_mask_03_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9617161716171617,,,,,,52.58620689655172,,,,,,0.8014367014724717,,,,,,0.8274756097919794,,,0.6172839506172839,0.6172839506172839,0.6172839506172839,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_03_003_b2a_oracle_mask_03_seed456,b2a_oracle_mask_03_003_b2a_oracle_mask_03_seed456,transfer/b2a_oracle_mask_03/b2a_oracle_mask_03@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_03_003_b2a_oracle_mask_03_seed456,False,,b2a_oracle_mask_03,3,b2a_oracle_mask_03,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_03_003_b2a_oracle_mask_03_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,42,,,False,0,full,metrics_json,,,0.9584158415841584,,,,,,58.44444444444445,,,,,,0.7962270389880717,,,,,,0.8244283169114368,,,0.6622222222222223,0.6622222222222223,0.648888888888889,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_04_001_b2a_oracle_mask_04_seed42,b2a_oracle_mask_04_001_b2a_oracle_mask_04_seed42,transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_04_001_b2a_oracle_mask_04_seed42,False,,b2a_oracle_mask_04,1,b2a_oracle_mask_04,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_04_001_b2a_oracle_mask_04_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9584158415841584,,,,,,54.27350427350428,,,,,,0.7955357718749048,,,,,,0.8238381401725511,,,0.6006535947712419,0.6006535947712419,0.5589869281045753,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_04_002_b2a_oracle_mask_04_seed123,b2a_oracle_mask_04_002_b2a_oracle_mask_04_seed123,transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_04_002_b2a_oracle_mask_04_seed123,False,,b2a_oracle_mask_04,2,b2a_oracle_mask_04,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_04_002_b2a_oracle_mask_04_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,45,,,False,0,full,metrics_json,,,0.9623762376237623,,,,,,55.36398467432951,,,,,,0.804568233292723,,,,,,0.8292978943252596,,,0.6395061728395062,0.6395061728395062,0.6271604938271604,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_04_003_b2a_oracle_mask_04_seed456,b2a_oracle_mask_04_003_b2a_oracle_mask_04_seed456,transfer/b2a_oracle_mask_04/b2a_oracle_mask_04@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_04_003_b2a_oracle_mask_04_seed456,False,,b2a_oracle_mask_04,3,b2a_oracle_mask_04,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_04_003_b2a_oracle_mask_04_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,38,,,False,0,full,metrics_json,,,0.9551155115511551,,,,,,52.83950617283951,,,,,,0.7917067122415469,,,,,,0.8219611709261228,,,0.6186813186813187,0.6058608058608059,0.5582417582417581,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_05_001_b2a_oracle_mask_05_seed42,b2a_oracle_mask_05_001_b2a_oracle_mask_05_seed42,transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_05_001_b2a_oracle_mask_05_seed42,False,,b2a_oracle_mask_05,1,b2a_oracle_mask_05,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_05_001_b2a_oracle_mask_05_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,49,,,False,0,full,metrics_json,,,0.9537953795379538,,,,,,49.77777777777778,,,,,,0.7917535013956823,,,,,,0.822209903635847,,,0.5573696145124717,0.5437641723356009,0.5159863945578231,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_05_002_b2a_oracle_mask_05_seed123,b2a_oracle_mask_05_002_b2a_oracle_mask_05_seed123,transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_05_002_b2a_oracle_mask_05_seed123,False,,b2a_oracle_mask_05,2,b2a_oracle_mask_05,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_05_002_b2a_oracle_mask_05_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,47,,,False,0,full,metrics_json,,,0.9603960396039604,,,,,,59.77777777777778,,,,,,0.7977577711896252,,,,,,0.8253065375463751,,,0.6684807256235827,0.6684807256235827,0.654875283446712,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_05_003_b2a_oracle_mask_05_seed456,b2a_oracle_mask_05_003_b2a_oracle_mask_05_seed456,transfer/b2a_oracle_mask_05/b2a_oracle_mask_05@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_05_003_b2a_oracle_mask_05_seed456,False,,b2a_oracle_mask_05,3,b2a_oracle_mask_05,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_05_003_b2a_oracle_mask_05_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,43,,,False,0,full,metrics_json,,,0.9590759075907591,,,,,,54.27350427350428,,,,,,0.8023387444911322,,,,,,0.8282110688583969,,,0.6137254901960785,0.6006535947712419,0.5589869281045753,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_06_001_b2a_oracle_mask_06_seed42,b2a_oracle_mask_06_001_b2a_oracle_mask_06_seed42,transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_06_001_b2a_oracle_mask_06_seed42,False,,b2a_oracle_mask_06,1,b2a_oracle_mask_06,42,42,42,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_06_001_b2a_oracle_mask_06_seed42/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,48,,,False,0,full,metrics_json,,,0.9531353135313532,,,,,,44.32497013142174,,,,,,0.7909555134796954,,,,,,0.821824077639851,,,0.5283549783549782,0.5283549783549782,0.4742424242424243,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_06_002_b2a_oracle_mask_06_seed123,b2a_oracle_mask_06_002_b2a_oracle_mask_06_seed123,transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_06_002_b2a_oracle_mask_06_seed123,False,,b2a_oracle_mask_06,2,b2a_oracle_mask_06,123,123,123,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_06_002_b2a_oracle_mask_06_seed123/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,49,,,False,0,full,metrics_json,,,0.9524752475247524,,,,,,49.44444444444445,,,,,,0.7933598415459588,,,,,,0.8231102720682258,,,0.5928153717627401,0.5928153717627401,0.5218045112781954,,,,,,,,,,,,,,,,,,,,,,,,
transfer__b2a_oracle_mask_06_003_b2a_oracle_mask_06_seed456,b2a_oracle_mask_06_003_b2a_oracle_mask_06_seed456,transfer/b2a_oracle_mask_06/b2a_oracle_mask_06@val~relation_detr_seed42,injection,phase1/s4_phase_baseline/frozen_tecno_phase_baseline@val~relation_detr_seed42,from_config_yaml,transfer,,experiments/transfer/b2a_oracle_mask_06_003_b2a_oracle_mask_06_seed456,False,,b2a_oracle_mask_06,3,b2a_oracle_mask_06,456,456,456,agree,,,val,val,relation_detr_seed42,phase,F1,experiments/transfer/b2a_oracle_mask_06_003_b2a_oracle_mask_06_seed456/per_class_ap.json,9,4ac382e09c21,lecun,lecun,,c4228eddc07a1958959e00e8dff92f007c269755,38,,,False,0,full,metrics_json,,,0.9524752475247524,,,,,,46.06606606606607,,,,,,0.7802429959481073,,,,,,0.8147561185541046,,,0.571121351766513,0.571121351766513,0.56036866359447,,,,,,,,,,,,,,,,,,,,,,,,
