ledger_key,group,step,seed,split,host,excluded,per_class_kind,per_class_metric,class_name,value,is_nan
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Forceps,0.337284,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Gauze,0.257651,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Hook,0.611208,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Mouth Gag,0.775474,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Needle Holders,0.842074,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Raspatory,0.772954,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Retractor,,True
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Scalpel,0.9165,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Scissors,0.709253,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Skewer,0.945568,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Suction Cannula,0.788513,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Syringe,0.523642,False
baselines___legacy_score_thr_0__s0_019_stabledino_bbox_seed42,baselines,s0,42,val,philip,False,tool,AP,Tweezers,0.743988,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Bipolar Forceps,0.830122,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Electric Cautery,0.958435,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Forceps,0.377238,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Gauze,0.248383,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Hook,0.591437,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Mouth Gag,0.783608,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Needle Holders,0.836739,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Raspatory,0.81132,False
baselines___legacy_score_thr_0__s0_020_stabledino_bbox_seed123,baselines,s0,123,val,philip,False,tool,AP,Retractor,,True
