experiment_id,group,step,n_runs,n_seeds,sigma_source,sigma_interpretation,determinism_class,n_runs_det,n_runs_nondet,entrypoints,n_verdicts,n_significant
transfer/b2a_ro_oracle_noise000/b2a_ro_oracle_noise000@val~relation_detr_seed42,transfer,b2a_ro_oracle_noise000,12,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,12,scripts/train_b2a.py,7,6
transfer/b2a_ro_oracle_scalpelnoise_p010/b2a_ro_oracle_scalpelnoise_p010@val~relation_detr_seed42,transfer,b2a_ro_oracle_scalpelnoise_p010,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_b2a.py,7,7
transfer/b2a_ro_oracle_scalpelnoise_p020/b2a_ro_oracle_scalpelnoise_p020@val~relation_detr_seed42,transfer,b2a_ro_oracle_scalpelnoise_p020,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_b2a.py,7,7
transfer/b2a_ro_oracle_scalpelnoise_p030/b2a_ro_oracle_scalpelnoise_p030@val~relation_detr_seed42,transfer,b2a_ro_oracle_scalpelnoise_p030,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_b2a.py,7,7
transfer/b2a_ro_oracle_top3noise_p010/b2a_ro_oracle_top3noise_p010@val~relation_detr_seed42,transfer,b2a_ro_oracle_top3noise_p010,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_b2a.py,7,7
transfer/b2a_ro_oracle_top3noise_p020/b2a_ro_oracle_top3noise_p020@val~relation_detr_seed42,transfer,b2a_ro_oracle_top3noise_p020,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_b2a.py,7,7
transfer/b2a_ro_oracle_top3noise_p030/b2a_ro_oracle_top3noise_p030@val~relation_detr_seed42,transfer,b2a_ro_oracle_top3noise_p030,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_b2a.py,7,5
transfer/haux_hand_count_oracle/haux_hand_count_oracle@val~relation_detr_seed42,transfer,haux_hand_count_oracle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_haux.py,7,0
transfer/haux_hand_geom_oracle/haux_hand_geom_oracle@val~relation_detr_seed42,transfer,haux_hand_geom_oracle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_haux.py,7,4
transfer/haux_hand_own_other_oracle/haux_hand_own_other_oracle@val~relation_detr_seed42,transfer,haux_hand_own_other_oracle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_haux.py,7,0
transfer/haux_hand_presence_oracle/haux_hand_presence_oracle@val~relation_detr_seed42,transfer,haux_hand_presence_oracle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_haux.py,7,3
transfer/haux_hand_presence_oracle_shuffle/haux_hand_presence_oracle_shuffle@val~relation_detr_seed42,transfer,haux_hand_presence_oracle_shuffle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_haux.py,7,0
transfer/haux_hand_presence_oracle_withtooloracle/haux_hand_presence_oracle_withtooloracle@val~relation_detr_seed42,transfer,haux_hand_presence_oracle_withtooloracle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_haux.py,7,7
transfer/hires_relation_detr_augstrong_hires_seed42/hires_relation_detr_augstrong_hires_seed42@val~relation_detr_augstrong_hires_seed42,transfer,hires_relation_detr_augstrong_hires_seed42_p123,3,3,paired_delta,unknown,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/hires_relation_detr_augstrong_seed42/hires_relation_detr_augstrong_seed42@val~relation_detr_augstrong_seed42,transfer,hires_relation_detr_augstrong_seed42_p123,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/hires_relation_detr_seed42/hires_relation_detr_seed42@val~relation_detr_seed42,transfer,hires_relation_detr_seed42_p123,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/p0_identity_ctrl/p0_identity_ctrl@val,transfer,_p0_identity_ctrl,3,3,(記録なし),unknown,uncontrolled,0,3,scripts/train_t1b.py,6,0
transfer/p0_identity_inj/p0_identity_inj@val,transfer,_p0_identity_inj,3,3,(記録なし),unknown,uncontrolled,0,3,scripts/train_t1b.py,6,0
transfer/t1a_3seed_det123_aug/t1a_3seed_det123_aug@val~relation_detr_augstrong_seed123,transfer,t1a_3seed_det123_p123_aug,3,3,paired_delta,seed_effect,uncontrolled,0,3,scripts/train_t1a.py,7,7
transfer/t1a_3seed_det123_frozen/t1a_3seed_det123_frozen@val~relation_detr_seed123,transfer,t1a_3seed_det123_p123_frozen,3,3,paired_delta,seed_effect,uncontrolled,0,3,scripts/train_t1a.py,7,3
transfer/t1a_3seed_det42_aug/t1a_3seed_det42_aug@val~relation_detr_augstrong_seed42,transfer,t1a_3seed_det42_aug,4,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,4,scripts/train_t1a.py,7,6
transfer/t1a_3seed_det42_frozen/t1a_3seed_det42_frozen@val~relation_detr_seed42,transfer,t1a_3seed_det42_frozen,4,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,4,scripts/train_t1a.py,7,7
transfer/t1a_3seed_det456_aug/t1a_3seed_det456_aug@val~relation_detr_augstrong_seed456,transfer,t1a_3seed_det456_p123_aug,3,3,paired_delta,seed_effect,uncontrolled,0,3,scripts/train_t1a.py,7,3
transfer/t1a_3seed_det456_frozen/t1a_3seed_det456_frozen@val~relation_detr_seed456,transfer,t1a_3seed_det456_p123_frozen,3,3,paired_delta,seed_effect,uncontrolled,0,3,scripts/train_t1a.py,7,4
transfer/t1a_appearance/t1a_appearance@val~relation_detr_seed42,transfer,t1a_appearance,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,4
transfer/t1a_b2a_combined/t1a_b2a_combined@val~relation_detr_seed42,transfer,t1a_b2a_combined,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_base_env/t1a_base_env@val~relation_detr_seed42,transfer,t1a_base_env,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,4
transfer/t1a_base_test/t1a_base_test@val~relation_detr_seed42,transfer,t1a_base_test,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_boundary/t1a_boundary@val~relation_detr_seed42,transfer,t1a_boundary,3,3,paired_delta,unknown,uncontrolled,0,3,scripts/train_t1a_boundary.py,7,2
transfer/t1a_combined_oracle/t1a_combined_oracle@val~relation_detr_seed42,transfer,t1a_combined_oracle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_combined_oracle_noise_p010/t1a_combined_oracle_noise_p010@val~relation_detr_seed42,transfer,t1a_combined_oracle_noise_p010,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_combined_oracle_noise_p020/t1a_combined_oracle_noise_p020@val~relation_detr_seed42,transfer,t1a_combined_oracle_noise_p020,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_combined_oracle_noise_p030/t1a_combined_oracle_noise_p030@val~relation_detr_seed42,transfer,t1a_combined_oracle_noise_p030,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_combined_region_top3_mask/t1a_combined_region_top3_mask@val~relation_detr_seed42,transfer,t1a_combined_region_top3_mask,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_deep_3s10l96f/t1a_deep_3s10l96f@val~relation_detr_seed42,transfer,t1a_deep_3s10l96f,5,5,paired_delta,mixed_with_nondeterminism,uncontrolled,0,5,scripts/train_t1a.py,7,4
transfer/t1a_probe_aug/t1a_probe_aug@val~relation_detr_augstrong_seed42,transfer,t1a_probe_aug,1,1,paired_delta,mixed_with_nondeterminism,uncontrolled,0,1,scripts/train_t1a.py,7,0
transfer/t1a_probe_frozen/t1a_probe_frozen@val~relation_detr_seed42,transfer,t1a_probe_frozen,1,1,paired_delta,mixed_with_nondeterminism,uncontrolled,0,1,scripts/train_t1a.py,7,0
transfer/t1a_region_mask_00/t1a_region_mask_00@val~relation_detr_seed42,transfer,t1a_region_mask_00,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,3
transfer/t1a_region_mask_01/t1a_region_mask_01@val~relation_detr_seed42,transfer,t1a_region_mask_01,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_02/t1a_region_mask_02@val~relation_detr_seed42,transfer,t1a_region_mask_02,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_03/t1a_region_mask_03@val~relation_detr_seed42,transfer,t1a_region_mask_03,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_04/t1a_region_mask_04@val~relation_detr_seed42,transfer,t1a_region_mask_04,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_region_mask_05/t1a_region_mask_05@val~relation_detr_seed42,transfer,t1a_region_mask_05,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,4
transfer/t1a_region_mask_06/t1a_region_mask_06@val~relation_detr_seed42,transfer,t1a_region_mask_06,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_region_mask_07/t1a_region_mask_07@val~relation_detr_seed42,transfer,t1a_region_mask_07,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_08/t1a_region_mask_08@val~relation_detr_seed42,transfer,t1a_region_mask_08,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_09/t1a_region_mask_09@val~relation_detr_seed42,transfer,t1a_region_mask_09,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_10/t1a_region_mask_10@val~relation_detr_seed42,transfer,t1a_region_mask_10,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_region_mask_11/t1a_region_mask_11@val~relation_detr_seed42,transfer,t1a_region_mask_11,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_12/t1a_region_mask_12@val~relation_detr_seed42,transfer,t1a_region_mask_12,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_13/t1a_region_mask_13@val~relation_detr_seed42,transfer,t1a_region_mask_13,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_region_mask_14/t1a_region_mask_14@val~relation_detr_seed42,transfer,t1a_region_mask_14,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,4
transfer/t1a_region_mask_top3/t1a_region_mask_top3@val~relation_detr_seed42,transfer,t1a_region_mask_top3,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1a_region_only/t1a_region_only@val~relation_detr_seed42,transfer,t1a_region_only,5,5,paired_delta,mixed_with_nondeterminism,uncontrolled,0,5,scripts/train_t1a.py,7,5
transfer/t1a_region_only_mask_top3/t1a_region_only_mask_top3@val~relation_detr_seed42,transfer,t1a_region_only_mask_top3,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,5
transfer/t1a_regiontoken/t1a_regiontoken@val~relation_detr_seed42,transfer,t1a_regiontoken,5,5,paired_delta,mixed_with_nondeterminism,uncontrolled,0,5,/home/ubuntu/slocal2/m2/scripts/train_t1a.py;scripts/train_t1a.py,7,6
transfer/t1a_regiontraj/t1a_regiontraj@val~relation_detr_seed42,transfer,t1a_regiontraj,3,3,paired_delta,unknown,uncontrolled,0,3,scripts/train_t1a_regiontraj.py,7,3
transfer/t1a_regiontraj_test/t1a_regiontraj_test@val~relation_detr_seed42,transfer,t1a_regiontraj_test,3,3,paired_delta,unknown,uncontrolled,0,3,scripts/train_t1a_regiontraj.py,7,0
transfer/t1a_shuffle/t1a_shuffle@val~relation_detr_seed42,transfer,t1a_shuffle,5,5,paired_delta,mixed_with_nondeterminism,uncontrolled,0,5,scripts/train_t1a.py,7,7
transfer/t1a_shuffle_oracle/t1a_shuffle_oracle@val~relation_detr_seed42,transfer,t1a_shuffle_oracle,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_t1a.py,7,6
transfer/t1b_phasefilm/t1b_phasefilm@val,transfer,t1b_phasefilm,2,2,within_run_seed_spread,unknown,uncontrolled,0,2,scripts/postprocess_t1b.py,12,0
transfer/taux_mingru_nonek3/taux_mingru_nonek3@val~relation_detr_seed42,transfer,taux_mingru_nonek3,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_taux.py,7,7
transfer/taux_tecno_deltak3/taux_tecno_deltak3@val~relation_detr_seed42,transfer,taux_tecno_deltak3,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_taux.py,7,7
transfer/taux_tecno_movavgk3/taux_tecno_movavgk3@val~relation_detr_seed42,transfer,taux_tecno_movavgk3,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_taux.py,7,6
transfer/taux_tecno_nonek3/taux_tecno_nonek3@val~relation_detr_seed42,transfer,taux_tecno_nonek3,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_taux.py,7,4
transfer/taux_tecno_windowk3/taux_tecno_windowk3@val~relation_detr_seed42,transfer,taux_tecno_windowk3,3,3,paired_delta,mixed_with_nondeterminism,uncontrolled,0,3,scripts/train_taux.py,7,5
transfer_legacy/hc/hc@None,transfer_legacy,hc,3,3,within_run_seed_spread,unknown,uncontrolled,0,3,NO_COMMAND_RECORD,1,0
transfer_legacy/oracle_phase/oracle_phase@None,transfer_legacy,oracle_phase,3,3,within_run_seed_spread,unknown,uncontrolled,0,3,NO_COMMAND_RECORD,1,1
transfer_legacy/t1b/t1b@None,transfer_legacy,t1b,1,1,within_run_seed_spread,unknown,uncontrolled,0,1,NO_COMMAND_RECORD,1,0
transfer_legacy/t1b_ca/t1b_ca@None,transfer_legacy,t1b_ca,4,3,within_run_seed_spread,unknown,uncontrolled,0,4,NO_COMMAND_RECORD,1,1
transfer_legacy/t1b_ca_zeroctx/t1b_ca_zeroctx@None,transfer_legacy,t1b_ca_zeroctx,1,1,(記録なし),unknown,uncontrolled,0,1,NO_COMMAND_RECORD,0,0
transfer_legacy/t1b_camt/t1b_camt@None,transfer_legacy,t1b_camt,3,3,within_run_seed_spread,unknown,uncontrolled,0,3,NO_COMMAND_RECORD,1,0
transfer_legacy/t1b_camt_all/t1b_camt_all@None,transfer_legacy,t1b_camt_all,3,3,within_run_seed_spread,unknown,uncontrolled,0,3,NO_COMMAND_RECORD,1,0
transfer_legacy/t1b_clsbias/t1b_clsbias@None,transfer_legacy,t1b_clsbias,3,3,within_run_seed_spread,unknown,uncontrolled,0,3,NO_COMMAND_RECORD,1,0
transfer_legacy/t1b_clsbias_pe/t1b_clsbias_pe@None,transfer_legacy,t1b_clsbias_pe,3,3,within_run_seed_spread,unknown,uncontrolled,0,3,NO_COMMAND_RECORD,1,1
transfer_legacy/t1b_filmonly/t1b_filmonly@None,transfer_legacy,t1b_filmonly,3,3,within_run_seed_spread,unknown,uncontrolled,0,3,NO_COMMAND_RECORD,1,1
transfer_legacy/t1c_bidir_pilot/t1c_bidir_pilot@None,transfer_legacy,t1c_bidir_pilot,1,1,within_run_seed_spread,unknown,uncontrolled,0,1,NO_COMMAND_RECORD,1,0
transfer_legacy/t1c_bidir_v2_pilot/t1c_bidir_v2_pilot@None,transfer_legacy,t1c_bidir_v2_pilot,1,1,within_run_seed_spread,unknown,uncontrolled,0,1,NO_COMMAND_RECORD,1,0
