arm,p,L,seed,vid,err_rate_actual,mean_run_len,phase_accuracy,phase_macro_f1,phase_edit_score,phase_seg_f1_50
testonly,0.1,16,27,01,0.09338170197145387,15.899264705882352,0.7491785323110625,0.7054182212024793,35.820895522388064,0.3870967741935484
testonly,0.1,16,27,02,0.09338170197145387,15.899264705882352,0.8177874186550976,0.7126798157683704,24.0,0.25
testonly,0.1,16,27,03,0.09338170197145387,15.899264705882352,0.6014692378328742,0.4907045549913399,20.430107526881724,0.19642857142857145
testonly,0.1,16,27,04,0.09338170197145387,15.899264705882352,0.6064710308502633,0.5376862120711332,7.6558265582655824,0.02222222222222222
testonly,0.1,16,27,05,0.09338170197145387,15.899264705882352,0.38693877551020406,0.4041698481535132,17.754424778761063,0.11510791366906475
testonly,0.1,16,27,06,0.09338170197145387,15.899264705882352,0.6954314720812182,0.536114679543577,17.58070114543561,0.1758241758241758
testonly,0.1,16,27,07,0.09338170197145387,15.899264705882352,0.5429573348918761,0.4059201355301626,10.434841875681572,0.08974358974358974
testonly,0.1,16,27,08,0.09338170197145387,15.899264705882352,0.6521428571428571,0.48073317786912145,14.105263157894738,0.10169491525423728
testonly,0.1,16,27,09,0.09338170197145387,15.899264705882352,0.7065637065637066,0.7770113342249012,11.111111111111116,0.049999999999999996
testonly,0.1,16,27,10,0.09338170197145387,15.899264705882352,0.7502507522567703,0.548265246474522,31.884057971014496,0.26329787234042556
testonly,0.1,16,27,11,0.09338170197145387,15.899264705882352,0.6777188328912467,0.4088923651296076,25.0,0.1818181818181818
